Id,lemm_text,word_pos
8391,americanair ltaljx  dca oma morning  staff help fix problem helpful   goodthingscome  thank,PROPN PROPN PUNCT PROPN PROPN NOUN PUNCT NOUN VERB VERB NOUN ADJ PUNCT SYM NOUN SYM NOUN
6343,united travel megzezzo injure  gate agent chicago awesome help she  ty roadwarrior,VERB NOUN PROPN VERB PUNCT NOUN NOUN PROPN ADJ VERB PRON PUNCT X X
8177,americanair aww thank a  dfw gma be  so understand  btw a a airline im able trv love guy  ,PROPN INTJ VERB NOUN PUNCT PROPN PROPN NOUN PUNCT ADV VERB PUNCT ADV X DET NOUN AUX ADJ NOUN NOUN NOUN PUNCT SYM
6742,united new apple crâpe  amazing  live ua  really nice crew too  americanair biscuit  ua need httptcogzgqdtjj,VERB ADJ NOUN NOUN PUNCT ADJ PUNCT VERB PROPN PUNCT ADV ADJ NOUN ADV PUNCT NOUN NOUN PUNCT NOUN NOUN X
6576,united great customer service again  thank ,VERB ADJ NOUN NOUN ADV PUNCT VERB PUNCT
450,jetblue shout crew flight head back big apple  keep glass half full whole flight   jetbluejfk,PROPN VERB NOUN NOUN VERB ADV ADJ NOUN PUNCT VERB NOUN ADV ADJ ADJ NOUN PUNCT SYM NOUN
1714,united thank attention  would actually like make specific complaint customer service dca  good option ,VERB VERB NOUN PUNCT AUX ADV INTJ VERB ADJ NOUN NOUN NOUN NOUN PUNCT ADJ NOUN PUNCT
339,jetblue understand you it  someone travel  hour get early  relax b flight etc adv notice maybe ,PROPN VERB PRON PRON PUNCT PRON VERB SYM NOUN VERB ADJ PUNCT VERB NOUN NOUN NOUN NOUN NOUN ADV PUNCT
6562,united awesome new plane flight,VERB ADJ ADJ NOUN NOUN
1419,usairway great job communicate passenger  flight exist anymore  httptcohlzahxkdsn,NOUN ADJ NOUN VERB NOUN PUNCT NOUN VERB ADV PUNCT X
34,usairway cant seem find pilot pm flight  never see anything like  drunkpilot httptcozirazudc,NOUN AUX VERB VERB NOUN NOUN NOUN PUNCT ADV VERB PRON ADP SYM NOUN X
6503,united thank you  good service  safe flight   way home ,VERB VERB PRON PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT SYM NOUN NOUN PUNCT
2543,americanair top online record unavailable well get anyone phone ,PROPN ADJ ADJ NOUN ADV ADV VERB PRON NOUN PUNCT
1410,united late flight  damage do  easily bad airline experience life  miss two connecting flight amp  day work  ua,VERB ADJ NOUN PUNCT NOUN VERB PUNCT ADV ADJ NOUN NOUN NOUN PUNCT VERB NUM VERB NOUN NOUN PUNCT NOUN NOUN PUNCT X
2629,united possibly bad airlinegave three chance second time week flight delay cancel flightle due mechanic,VERB ADV ADJ NOUN NUM NOUN ADJ NOUN NOUN NOUN VERB VERB ADJ ADJ NOUN
7698,jetblue excited see fly there  ionlyflyblue,PROPN ADJ VERB VERB ADV PUNCT PROPN
889,united hi still wait refund  ridiculous or you approve ticket you give refund  please advise what go,VERB NOUN ADV VERB NOUN PUNCT ADJ CCONJ PRON VERB NOUN PRON VERB NOUN PUNCT INTJ VERB SCONJ VERB
7735,jetblue fly san francisco Fort lauderdale last year  fantastic time would like go back ,PROPN VERB PROPN PROPN PROPN PROPN ADJ NOUN PUNCT ADJ NOUN AUX INTJ VERB ADV PUNCT
6206,virginamerica buy tix atx  dallas route  thank add that  love year airline amp  year website good transactional site ever,PROPN VERB PROPN PROPN PUNCT PROPN NOUN PUNCT VERB VERB PRON PUNCT VERB NOUN NOUN NOUN PUNCT NOUN NOUN ADJ ADJ NOUN ADV
7845,jetblue tough choice simultaneously  business traveler  good experience long time   wishmyflightwaslonger  what,ADJ ADJ NOUN ADV PUNCT NOUN NOUN PUNCT ADJ NOUN ADJ NOUN PUNCT SYM NOUN SYM PRON
432,americanair confirm flight  inm do  thank nothing ,PROPN VERB NOUN PUNCT ADV ADJ PUNCT VERB PRON PUNCT
7461,jetblue thank make trip home  mintyfresh next  brandmance flight ill take selfy   love  travel  business,PROPN VERB VERB NOUN NOUN SYM PROPN ADJ SYM NOUN NOUN NOUN VERB NOUN PUNCT SYM VERB SYM NOUN SYM NOUN
6536,united thank timely update ,VERB VERB ADJ NOUN PUNCT
7417,jetblue orlando dca  awesome flight attendant robert ,PROPN PROPN PROPN PUNCT ADJ NOUN NOUN PROPN PUNCT
1886,usairway americanair  be plane leave   why agent door close early  ,NOUN PROPN PUNCT AUX NOUN VERB PUNCT PUNCT ADV NOUN NOUN VERB ADV PUNCT PUNCT
2531,united would like supervisor talk to  wait flight attendant one walk amp  leave httptcoipaamztz,VERB AUX VERB NOUN VERB ADP PUNCT VERB NOUN NOUN NUM VERB NOUN PUNCT ADJ X
1786,southwestair wife need help  strand chicago cant get Monday  find bag volume high,PROPN NOUN VERB NOUN PUNCT VERB PROPN NOUN VERB PROPN PUNCT VERB NOUN NOUN ADJ
6566,united alright thank you  much appreciate ,VERB INTJ VERB PRON PUNCT ADV VERB PUNCT
8069,usairway thank much ,NOUN VERB ADJ PUNCT
2069,united mess refuse wait minute unite fault delay leave early absolutely disgusting ,VERB VERB NOUN NOUN NOUN VERB NOUN NOUN VERB ADV ADV ADJ PUNCT
880,united guy work plane ,ADJ NOUN VERB NOUN PUNCT
2883,jetblue s marty st george really zero clue  still job  nobaggagefee httptcotjdzamhpew,PROPN PART PROPN PROPN PROPN ADV NUM NOUN PUNCT ADV NOUN PUNCT X X
2554,united ever print know  traveler number ticket  never get use tsa prescreen pay,VERB ADV VERB VERB SYM NOUN NOUN NOUN PUNCT ADV VERB NOUN PROPN NOUN VERB
2275,southwestair since become ok passenger save row seat people late flightr boarding position  how rude ,PROPN ADV VERB ADJ NOUN VERB NOUN NOUN NOUN ADJ NOUN NOUN NOUN PUNCT ADV ADJ PUNCT
1706,southwestair use exclusively fly sw  late flightly  direct flight amp  cheap cost switch  😔 why  so  few  direct  flight ,PROPN VERB ADV VERB ADV PUNCT ADJ ADV PUNCT ADJ NOUN NOUN PUNCT ADJ NOUN VERB PUNCT PUNCT ADV PUNCT ADV PUNCT ADJ PUNCT ADJ PUNCT NOUN PUNCT
1158,united interview yesterday flight attendant last person recruiter say lose file and come back interview,VERB VERB NOUN NOUN NOUN ADJ NOUN NOUN VERB VERB NOUN CCONJ VERB ADV NOUN
6675,united thank  helpful understand reduce price seat sell check  in priority certificate ,VERB VERB PUNCT ADJ VERB VERB NOUN NOUN VERB NOUN PUNCT ADP NOUN NOUN PUNCT
6985,southwestair thank ride chicago   kmdw b httptcocpypgfnd,PROPN VERB NOUN PROPN PUNCT SYM X X X
8453,americanair thank you  you same ,PROPN VERB PRON PUNCT PRON ADJ PUNCT
2966,southwestair brd now  frustrated go buf rocif tld fear gng b hold early would messcng bk unable due overbk,PROPN PROPN ADV PUNCT ADJ NOUN X X X X X X VERB ADV AUX X X ADJ ADJ X
1782,americanair unamerican airline lie poor customer service ,PROPN NOUN NOUN VERB ADJ NOUN NOUN PUNCT
2855,united bobwesson fair enough unite  everybody good can  although  slight delay  turn cancel flightlation ,VERB PROPN ADJ ADV VERB PUNCT PRON ADJ AUX PUNCT SCONJ PUNCT ADJ NOUN PUNCT VERB VERB NOUN PUNCT
904,americanair none sample itinerary actually book httptcomfrabgna every last leg back we say invalid,PROPN NOUN NOUN NOUN ADV VERB X DET ADJ NOUN ADV PRON VERB ADJ
8172,americanair clarkey do truck  biggie 😄,PROPN PROPN VERB NOUN PUNCT INTJ SYM
6560,united  firstclass london way londonfashionweek lfw 👠🇬🇧👠🇬🇧👠🇬 🇧,VERB SYM X X NOUN X NOUN PUNCT SYM
2080,southwestair yep    certain flight ,PROPN INTJ PUNCT PUNCT SYM ADJ NOUN PUNCT
1565,americanair usairway gold force pay upgrade  open seat st offer gold  sapphire,PROPN NOUN NOUN VERB NOUN NOUN PUNCT ADJ NOUN PROPN VERB NOUN SYM NOUN
7669,jetblue thank help   jetbluesofly,PROPN VERB NOUN PUNCT SYM PROPN
1113,jetblue stand last night  inm give second chance  inm boy  tweeting airline  ask fly home ,PROPN VERB ADJ NOUN PUNCT ADV VERB ADJ NOUN PUNCT INTJ INTJ PUNCT VERB NOUN PUNCT VERB VERB ADV PUNCT
7736,jetblue flyingitforward affect one small family four  would make huge difference life ,PROPN PROPN VERB NUM ADJ NOUN NUM PUNCT AUX VERB ADJ NOUN NOUN PUNCT
254,united work all  incredibly unfriendly ground staff false promise twitter theairhelper,ADJ NOUN DET PUNCT ADV ADJ NOUN NOUN ADJ NOUN PROPN PROPN
2650,usairway ive hold minute  terrible customer service  mess reservation  httptcooylgeaoy,NOUN AUX VERB NOUN PUNCT ADJ NOUN NOUN PUNCT VERB NOUN PUNCT X
2887,united be  know bag be  wait around hope arrive  one answer  plan answer ,VERB NOUN PUNCT VERB NOUN AUX PUNCT VERB ADV NOUN VERB PUNCT NUM NOUN PUNCT NOUN NOUN PUNCT
7065,southwestair appreciate reply  hopefully lax agent get memo  cheer ,PROPN VERB NOUN PUNCT ADV ADJ NOUN VERB NOUN PUNCT NOUN PUNCT
303,united st birthday sister come celebrate flight keep cancel flight plz get here ,VERB PROPN NOUN NOUN VERB VERB NOUN VERB VERB NOUN NOUN VERB ADV PUNCT
2516,southwestair gate agent give wrong departure info cause miss flight stand by   nothappy,PROPN NOUN NOUN VERB ADJ NOUN NOUN VERB VERB NOUN VERB ADP PUNCT SYM X
1436,americanair flight dfwairport cancel flightle  mess ensued  please thank awesome marco  concierge key  gru  sorting out ,NOUN NOUN NOUN VERB ADJ PUNCT NOUN VERB PUNCT INTJ VERB ADJ PROPN PUNCT NOUN NOUN ADP PROPN PUNCT VERB ADP PUNCT
2391,usairway cant get phone,NOUN AUX VERB NOUN
6191,virginamerica ssal thank ,X X VERB PUNCT
376,americanair pilot announce plane unused day maintenance deal another aircraft ,PROPN NOUN VERB NOUN ADJ NOUN NOUN VERB DET NOUN PUNCT
1869,united leadership count  land  last night  deplane  minute wait jetway  inexcusable,ADJ NOUN VERB PUNCT VERB PUNCT ADJ NOUN PUNCT VERB SYM NOUN VERB NOUN PUNCT ADJ
7645,jetblue sky flight bosrh sfo  awesome crew  helene rock ,PROPN NOUN NOUN NOUN NOUN PUNCT ADJ NOUN PUNCT PROPN NOUN PUNCT
2483,usairway  call use credit fm prev cxl tix cant rebooked online rep call quote k high website ,NOUN PUNCT VERB NOUN NOUN NOUN NOUN PROPN PROPN NOUN VERB ADJ NOUN VERB VERB X ADJ NOUN PUNCT
7198,southwestair swadiversity ready inspire  httptcoseswagum,PROPN PROPN ADJ VERB PUNCT X
1658,united disappointed cc purchase ticket online with voucher charge full amnt would hold price refund  unacceptable,VERB VERB NOUN VERB NOUN NOUN ADP NOUN NOUN ADJ NOUN AUX VERB NOUN NOUN PUNCT ADJ
755,americanair way ruin vacation  brother call night multiple place line get dead air call back,PROPN NOUN NOUN NOUN PUNCT NOUN VERB NOUN ADJ NOUN NOUN VERB ADJ NOUN NOUN ADV
290,united yes lusaka  zambia  guess bag never make plane iad ,VERB INTJ PROPN PUNCT PROPN PUNCT VERB NOUN ADV VERB NOUN NOUN PUNCT
8221,americanair excellent  love guy  first class ill hug yall  see shortly ,NOUN ADJ PUNCT VERB NOUN PUNCT ADJ NOUN NOUN VERB INTJ PUNCT VERB ADV PUNCT
6961,southwestair thank you thank you thank you come we  sincerely think would happen  eal   swa  thankyou,PROPN VERB PRON VERB PRON VERB PRON VERB PRON PUNCT ADV VERB AUX VERB PUNCT NOUN PUNCT SYM NOUN SYM NOUN
2118,usairway rebooked handle unprofessionally  cancel flightation happen disorganization uncalled for ,NOUN VERB VERB ADV PUNCT VERB NOUN VERB NOUN ADJ ADP PUNCT
501,americanair bad airline ever  strand hour hour delay flight last night ,PROPN ADJ NOUN ADV PUNCT VERB NOUN NOUN NOUN NOUN ADJ NOUN PUNCT
1539,americanair nrosenb say change cant make online,PROPN PROPN VERB NOUN AUX VERB ADV
7028,southwestair sea den south sound volleyball team way  httptcotncxcldm,PROPN NOUN NOUN PROPN NOUN NOUN NOUN NOUN PUNCT X
6729,united look like inm settle inm go  thx ,VERB VERB ADP ADV VERB NOUN VERB PUNCT INTJ PUNCT
672,americanair a second week row delay  due mechanical issue  sleet outside yet we be stick change tire,NOUN NOUN ADJ NOUN NOUN VERB PUNCT ADJ ADJ NOUN PUNCT ADJ ADV CCONJ PRON AUX ADJ VERB NOUN
8343,americanair do  appreciate reply though ,PROPN VERB PUNCT VERB NOUN ADV PUNCT
6796,southwestair thank ,PROPN VERB SYM
1464,americanair  cluster continue  still connecting instead direct  bag charge seat together   shafted,NOUN PUNCT NOUN VERB PUNCT ADV VERB ADV ADJ PUNCT NOUN VERB NOUN ADV PUNCT SYM VERB
6832,southwestair another great trip  lax  las  bna  thank much ,INTJ DET ADJ NOUN PUNCT ADJ PUNCT PROPN PUNCT PROPN PUNCT VERB ADJ PUNCT
1192,jetblue standard protocol call security onto plane cry baby ,PROPN ADJ NOUN NOUN NOUN ADP NOUN NOUN NOUN PUNCT
2375,united really  fill form flight experience  send email k email address ,VERB ADV PUNCT VERB NOUN NOUN NOUN PUNCT VERB NOUN NOUN NOUN NOUN PUNCT
2264,americanair absolute bad experience ever ,PROPN ADJ ADJ NOUN ADV PUNCT
421,united still wait bag  web still cant tell location  come up fedex tell you give minute be ,VERB ADV VERB NOUN PUNCT NOUN ADV NOUN VERB NOUN PUNCT VERB NOUN PROPN VERB PRON VERB NOUN AUX PUNCT
505,usairway nervous flight tomrw key west friendly customer service,NOUN ADJ NOUN NOUN ADJ NOUN ADJ NOUN NOUN
6415,united thank leave year old row flight laxiad,VERB VERB VERB NOUN ADJ NOUN NOUN NOUN
1582,usairway travel agency say usairway accept refund money do understand do you refund,PROPN NOUN NOUN VERB NOUN VERB NOUN NOUN PART VERB PART PRON VERB
506,united fly unite check baggage  never find you ,VERB VERB VERB VERB NOUN PUNCT ADV VERB PRON PUNCT
7189,southwestair karajusto ok will  thank you ,X PROPN ADJ AUX PUNCT VERB PRON PUNCT
7054,southwestair release flight september  find fly direct lbb las  excited   tripofalifetime,PROPN VERB NOUN PROPN PUNCT VERB VERB ADJ PROPN PROPN PUNCT ADJ PUNCT SYM NOUN
2126,united also run instruct do  shattered computer  httptcooaflfrwxb,VERB ADV VERB VERB NOUN PUNCT VERB NOUN PUNCT X
2663,jetblue cant change it  true blue point cant get phone,PROPN ADV VERB PRON PUNCT ADJ ADJ NOUN AUX VERB NOUN
347,americanair lot upset people  freezing terminal  gate agent  keep we wait plane beyond allowable time length ,PROPN NOUN VERB NOUN PUNCT VERB ADJ PUNCT NOUN NOUN PUNCT VERB PRON VERB NOUN ADP ADJ NOUN NOUN PUNCT
7687,jetblue great flight crew  flight bosrh mco,PROPN ADJ NOUN NOUN PUNCT NOUN NOUN NOUN
7611,jetblue thank always amazing customer service  bring disney princess half marathon,PROPN VERB ADV ADJ NOUN NOUN PUNCT VERB NOUN NOUN NOUN NOUN
6725,united thank you  😊,VERB VERB PRON PUNCT PUNCT
8157,americanair hopefully see bad one opportunity get good dwell it  good one encouragement word ,PROPN ADV VERB ADJ NOUN NOUN VERB ADV VERB PRON PUNCT ADJ NOUN NOUN NOUN PUNCT
312,united flight sime rude flight attendant  run drink card flashlight drop I   noapology,VERB NOUN NOUN ADJ NOUN NOUN PUNCT VERB NOUN NOUN NOUN VERB PRON PUNCT SYM NOUN
746,usairway please help find luggage since one lose it  customer service suck ,NOUN INTJ VERB VERB NOUN SCONJ NUM VERB PRON PUNCT NOUN NOUN VERB PUNCT
6762,southwestair ok thank hope,PROPN ADJ VERB NOUN
2024,united know  two hour we sit plane bag load  plane weight ,ADJ VERB PUNCT NUM NOUN PRON VERB NOUN NOUN VERB PUNCT NOUN NOUN PUNCT
6176,virginamerica thank gate check baggage full flight dfw  lax give early boarding sweet,PROPN VERB NOUN VERB NOUN ADJ NOUN PROPN PUNCT ADJ VERB ADJ NOUN NOUN
7157,southwestair  great flight phoenix dallas tonight  great service time  make timieyancey happy  httptcotkvcmhbpim,NOUN PUNCT ADJ NOUN PROPN PROPN NOUN PUNCT ADJ NOUN NOUN PUNCT VERB PROPN ADJ PUNCT X
7566,jetblue thank  ill it ,INTJ VERB PUNCT INTJ PRON PUNCT
259,united  fuck close premier access line ord  probably gonna miss flight  start treat customer good ,VERB PUNCT VERB VERB ADJ NOUN NOUN NOUN PUNCT ADV PART VERB NOUN PUNCT VERB VERB NOUN ADJ PUNCT
7379,jetblue wow  keep time ,INTJ INTJ PUNCT VERB NOUN PUNCT
380,united  minute ewr baggage claim stillnobag ridiculous,NOUN SYM NOUN NOUN NOUN NOUN X X
1912,americanair strand hour mia  patrick casimir a staff apologize great inconvenience unreal,PROPN VERB NOUN X PUNCT PROPN PROPN NOUN NOUN VERB ADJ NOUN NOUN
7367,jetblue  excited hear move towards international travel long beach airport ,NOUN PUNCT ADJ VERB NOUN ADP ADJ NOUN ADJ NOUN NOUN PUNCT
599,united yes call regards speak someone even further  unfortunately bounce around ,VERB INTJ NOUN NOUN VERB PRON ADV ADV PUNCT ADV VERB ADV PUNCT
45,americanair really need customer service training unhappy ees morning chicago  gate k chking schd,PROPN ADV VERB NOUN NOUN NOUN ADJ NOUN NOUN PROPN PUNCT NOUN NUM VERB ADJ
1444,united nice app say we delay weather  pilot say wait fuel  one you control  one,VERB ADJ NOUN VERB PRON VERB NOUN PUNCT NOUN VERB VERB NOUN PUNCT NUM PRON NOUN PUNCT NUM
1652,usairway disappointed toll free number  terrible customer service  flight cancel flightle would like get home,NOUN VERB NOUN ADJ NOUN PUNCT ADJ NOUN NOUN PUNCT NOUN VERB ADJ AUX INTJ VERB NOUN
7039,southwestair thank you  we will touch   moveaboutthecountry,PROPN VERB PRON PUNCT PRON AUX VERB PUNCT SYM X
1893,united thank occur  guy hour extra get bag due delay  that s hour have   fail ,VERB VERB VERB PUNCT NOUN NOUN ADJ VERB NOUN ADJ NOUN PUNCT PRON PART NOUN VERB PUNCT SYM VERB PUNCT
7776, jetblue minute response time  inm impressed  inm in official    trueblue jetblue get social ,PUNCT PROPN NOUN NOUN NOUN PUNCT ADV ADJ PUNCT INTJ ADP NOUN PUNCT SYM SYM PROPN PROPN VERB ADJ PUNCT
8262,still think  pj may sell americanair momsgoodeat we would love board we  mandarinjourney come,ADV VERB PUNCT NOUN AUX VERB PROPN NOUN PRON AUX VERB VERB PRON PUNCT PROPN VERB
2812,americanair thank acknowledgement  ife work well anyway maybe time upgrade low profile system ,PROPN VERB NOUN PUNCT NOUN VERB ADV ADV ADV NOUN VERB ADJ NOUN NOUN PUNCT
1966,americanair obviously see agent  book we tomorrow morning  hotel  transportation   pregnantwithtwins strand angry,PROPN ADV VERB NOUN PUNCT VERB PRON NOUN NOUN PUNCT NOUN PUNCT NOUN PUNCT SYM NOUN X X
6515,united free booze bach party would make good  ord  gt msy delay again enjoy either way  thank ,VERB ADJ NOUN NOUN NOUN AUX VERB ADJ PUNCT NOUN PUNCT NOUN PUNCT PROPN PROPN VERB CCONJ NOUN PUNCT VERB PUNCT
1600,united rebooked hour original flight  say handle situation bad would understatement ,VERB VERB NOUN ADJ NOUN PUNCT VERB NOUN NOUN ADV AUX ADJ PUNCT
7548,jetblue mission accomplish  give paulgordonbrown hug httptcoltpykfvrq,PROPN NOUN VERB PUNCT VERB PROPN NOUN X
8171,americanair  keep a air  crew chief cousin alex espinosa dfw  httptcohxlnvzknp,NOUN PUNCT VERB NOUN NOUN PUNCT NOUN ADJ NOUN X X PROPN PUNCT X
426,southwestair what s new in  flight wifi service  super crappy user experience  miss old provider  ,INTJ PRON AUX ADJ ADP PUNCT NOUN NOUN NOUN PUNCT ADV ADJ NOUN NOUN PUNCT VERB ADJ NOUN PUNCT SYM
410,americanair that s unacceptable,PROPN PRON AUX ADJ
8312,americanair sfo natt  the agent help I  really awesome job ,NOUN NOUN NOUN PUNCT DET NOUN VERB PRON PUNCT ADV ADJ NOUN PUNCT
7711,jetblue haha thank jetblue👌☺ ️,INTJ INTJ VERB PROPN PUNCT
6277,united thanx much  follow email  ticket voucher  unitedairline care,VERB NOUN ADJ PUNCT VERB VERB SYM NOUN NOUN PUNCT NOUN NOUN
210,thank united  great news you refund ticket due bad exchange rate  know you would come sense gg unitedappeal,VERB ADJ PUNCT ADJ NOUN NOUN NOUN NOUN ADJ ADJ NOUN NOUN PUNCT VERB PRON AUX VERB NOUN X X
7510,jetblue thank much  cant wait fly guy ,PROPN VERB ADJ PUNCT ADV VERB VERB NOUN SYM
1049, united  leighemery like hear this  anything help with  thank  ey  another empty offer help ,PUNCT VERB PUNCT INTJ INTJ VERB PRON PUNCT PRON NOUN ADP PUNCT VERB PUNCT INTJ PUNCT DET ADJ NOUN NOUN PUNCT
7507,jetblue thank bring son home I ,PROPN VERB VERB NOUN ADV PRON PUNCT
6263,united record  rozana newark lovely helpful   choosekind,VERB NOUN PUNCT X NOUN ADJ ADJ PUNCT SYM NOUN
1972,americanair one checkpoint open jfk terminal  ridiculous ,PROPN NUM NOUN ADJ PROPN NOUN PUNCT ADJ PUNCT
2860,americanair cancel flight   amp   flight hour long amp  layover  late flight find reasonably price alternative ,PROPN VERB NOUN SYM SYM NOUN PUNCT PUNCT NOUN ADP ADJ NOUN PUNCT NOUN PUNCT ADJ NOUN VERB ADV ADJ NOUN PUNCT
1499,jetblue wait fear chicago  aircraft leave buffalo yet ,PROPN VERB NOUN PROPN PUNCT NOUN VERB PROPN ADV PUNCT
1109,jetblue we have runway hour  water pressure low taxin back maintenance  ,PROPN PRON AUX NOUN NOUN PUNCT NOUN NOUN ADJ NOUN NOUN NOUN PUNCT SYM
7647,ninadavuluri think treat onboard  enjoy flight  💙,PROPN VERB VERB ADV PUNCT VERB NOUN PUNCT SYM
652,americanair ive call say cant help hand  really feel like appreciate customer,PROPN PROPN VERB VERB NOUN VERB NOUN PUNCT ADV VERB ADP VERB NOUN
6142,always together  welcome  ritch virginamerica  jessicajay welcome ,ADV ADV PUNCT INTJ PUNCT PROPN PROPN PUNCT PROPN INTJ PUNCT
7393,jetblue little time that  lol  well actually lot more  day more  inm excited ,INTJ ADJ NOUN PRON PUNCT INTJ PUNCT INTJ ADV NOUN ADJ PUNCT NOUN ADJ PUNCT ADV ADJ PUNCT
1795,usairway sb um  know storm come   useless air  staff accordingly you idiot ,NOUN INTJ INTJ PUNCT VERB NOUN VERB PUNCT PUNCT ADJ NOUN PUNCT NOUN ADV PRON NOUN PUNCT
1702,usairway think ive ever we airway flight go smoothly ,NOUN VERB PART ADV PRON NOUN NOUN VERB ADV PUNCT
7756,jetblue magic eight ball never steer wrong ,PROPN NOUN NUM NOUN ADV VERB ADJ SYM
6421,united thank fly mess iad san diego  httptcotlpbaupik,VERB VERB VERB NOUN PROPN PROPN PROPN PUNCT X
1498,usairway decide good sport give guy another shot  flight delay  again ,NOUN VERB ADJ NOUN VERB NOUN DET NOUN PUNCT NOUN VERB PUNCT ADV PUNCT
2178,americanair ahhhh silence golden now  top all  anyone get fire ,X INTJ NOUN NOUN ADV PUNCT VERB DET PUNCT PRON AUX VERB PUNCT
6682,united thank explanation  seem like odd incentive structure  though  dramatically diminish value cert ,VERB VERB NOUN PUNCT VERB ADP ADJ NOUN NOUN PUNCT INTJ PUNCT ADV VERB NOUN NOUN PUNCT
6934,southwestair male flight attendant flight orlando indy amazing  need raise 👍 good experience,PROPN ADJ NOUN NOUN NOUN PROPN ADV ADJ PUNCT NOUN VERB SYM ADJ NOUN
2945,united contact stuff bag inm legally blind  mess up ,ADJ NOUN NOUN NOUN CCONJ ADV ADJ PUNCT VERB ADP PUNCT
705,united excuse leave minor spend night sobbing  hour  plastic chair  ua s action  terrible   unite,VERB NOUN VERB ADJ NOUN NOUN NOUN PUNCT NOUN PUNCT ADJ NOUN PUNCT PROPN PART NOUN PUNCT ADJ PUNCT SYM VERB
1872,united ticket  please refund unnecessary upgrade fee,VERB NOUN SYM INTJ VERB ADJ NOUN NOUN
7937,usairway reaccommodation number lisa  liza   raleigh helpful,NOUN NOUN NOUN NOUN PUNCT PROPN PUNCT PUNCT PROPN ADJ
7699,jetblue to site  thelodge  fun day  yeniettelswood andrewbiga codycleverly heidimacey motherpollock,X X NOUN SYM PROPN PUNCT ADJ NOUN PUNCT X X X X X
8257,americanair thank,PROPN VERB
565,united still wait bag  never get deliver yesterday  cant reach real person help  send dm ref number ,VERB ADV VERB NOUN PUNCT ADV AUX VERB NOUN PUNCT ADV VERB ADJ NOUN NOUN PUNCT VERB NOUN NOUN NOUN PUNCT
2726,americanair unable access website  try again ,PROPN ADJ NOUN NOUN PUNCT VERB ADV PUNCT
7564,jetblue course ,ADJ NOUN PUNCT
640,united want point one unite crew sympathetic  question unanswered  mileageplus start look like joke,VERB VERB NOUN NUM VERB NOUN ADJ PUNCT NOUN ADJ PUNCT NOUN VERB VERB ADP NOUN
8238,americanair thank ,PROPN VERB PUNCT
2751,southwestair  real sincere apology  make day  glad know fly mail important I  never fly sw again   badservice,INTJ PUNCT ADJ ADJ NOUN PUNCT VERB NOUN PUNCT ADJ VERB VERB NOUN ADJ PRON PUNCT ADV VERB ADV ADV PUNCT SYM X
1964,americanair lie lose bag be  suppose trust life thousand foot air ,PROPN NOUN VERB NOUN AUX PUNCT VERB NOUN VERB NOUN NOUN NOUN PUNCT
325,usairway wife  sick year old  twin  wait line hour see agent  phone agent say nothing till tuesday ,NOUN NOUN PUNCT ADJ PUNCT ADJ PUNCT NOUN PUNCT VERB NOUN NOUN VERB NOUN PUNCT NOUN NOUN VERB PRON ADP PROPN PUNCT
8150,get phone americanair customer service  minute get issue resoled  guy awesome ,VERB NOUN NOUN NOUN NOUN PUNCT NOUN VERB NOUN VERB PUNCT NOUN ADJ PUNCT
